binary_id,run_id,pass_rate,n_passed,n_tests,compiled,infra_failure,candidate_chars,n_turns,cost_usd,in_tokens,out_tokens,model,provider,elapsed_s,error,timestamp,modello,infra,trasporto
prog20_anagram_checker,8,0.0000,0,5,True,False,1513,12,0.000870,1024,953,databricks-gpt-oss-120b,databricks,7.4,[],2026-08-14T05:27:08,gpt-oss-120b,databricks,text
prog21_date_validator,1,1.0000,5,5,True,False,1476,12,0.003216,4838,3257,databricks-gpt-oss-120b,databricks,16.6,[],2026-08-14T05:27:25,gpt-oss-120b,databricks,text
prog21_date_validator,2,0.8000,4,5,True,False,2051,12,0.003790,4838,4055,databricks-gpt-oss-120b,databricks,26.3,[],2026-08-14T05:27:51,gpt-oss-120b,databricks,text
prog21_date_validator,3,1.0000,5,5,True,False,1698,12,0.002642,4838,2460,databricks-gpt-oss-120b,databricks,13.6,[],2026-08-14T05:28:05,gpt-oss-120b,databricks,text
prog21_date_validator,4,1.0000,5,5,True,False,1707,12,0.004239,4838,4678,databricks-gpt-oss-120b,databricks,24.9,[],2026-08-14T05:28:30,gpt-oss-120b,databricks,text
prog21_date_validator,5,0.8000,4,5,True,False,1351,12,0.002950,4838,2888,databricks-gpt-oss-120b,databricks,16.7,[],2026-08-14T05:28:46,gpt-oss-120b,databricks,text
prog21_date_validator,6,1.0000,5,5,True,False,1553,12,0.003091,4838,3084,databricks-gpt-oss-120b,databricks,16.4,[],2026-08-14T05:29:03,gpt-oss-120b,databricks,text
prog21_date_validator,7,1.0000,5,5,True,False,1445,12,0.003528,4838,3690,databricks-gpt-oss-120b,databricks,25.8,[],2026-08-14T05:29:29,gpt-oss-120b,databricks,text
prog21_date_validator,8,0.8000,4,5,True,False,1395,12,0.002777,4838,2647,databricks-gpt-oss-120b,databricks,18.1,[],2026-08-14T05:29:47,gpt-oss-120b,databricks,text
prog22_snake_camel_convert,1,0.0000,0,5,True,False,2573,12,0.000875,1028,959,databricks-gpt-oss-120b,databricks,7.4,[],2026-08-14T05:29:54,gpt-oss-120b,databricks,text
prog22_snake_camel_convert,2,0.0000,0,5,False,False,1870,12,0.000943,1028,1053,databricks-gpt-oss-120b,databricks,8.8,"/w/candidate.c:61:28: error: call to undeclared library function 'malloc' with type 'void *(unsigned long)'; ISO C99 and later do not support implicit function declarations [-Wimplicit-function-declaration]
   61 |     char *output = (char *)malloc(len * 2 + 1);
      |                            ^
",2026-08-14T05:30:03,gpt-oss-120b,databricks,text
prog22_snake_camel_convert,3,0.0000,0,5,True,False,1049,12,0.000472,1028,399,databricks-gpt-oss-120b,databricks,4.5,[],2026-08-14T05:30:07,gpt-oss-120b,databricks,text
prog22_snake_camel_convert,4,0.0000,0,5,True,False,1126,12,0.000479,1028,408,databricks-gpt-oss-120b,databricks,4.4,[],2026-08-14T05:30:12,gpt-oss-120b,databricks,text
prog22_snake_camel_convert,5,0.0000,0,5,True,False,774,12,0.000415,1028,320,databricks-gpt-oss-120b,databricks,4.4,[],2026-08-14T05:30:16,gpt-oss-120b,databricks,text
prog22_snake_camel_convert,6,0.0000,0,5,True,False,1182,12,0.000472,1028,399,databricks-gpt-oss-120b,databricks,5.0,[],2026-08-14T05:30:21,gpt-oss-120b,databricks,text
prog22_snake_camel_convert,7,0.0000,0,5,True,False,1182,12,0.000472,1028,399,databricks-gpt-oss-120b,databricks,4.7,[],2026-08-14T05:30:26,gpt-oss-120b,databricks,text
prog22_snake_camel_convert,8,0.0000,0,5,True,False,1144,12,0.000480,1028,409,databricks-gpt-oss-120b,databricks,4.5,[],2026-08-14T05:30:30,gpt-oss-120b,databricks,text
prog23_longest_common_prefix,1,1.0000,5,5,True,False,997,12,0.001995,4098,1746,databricks-gpt-oss-120b,databricks,10.7,[],2026-08-14T05:30:41,gpt-oss-120b,databricks,text
prog23_longest_common_prefix,2,1.0000,5,5,True,False,1282,12,0.002541,4098,2505,databricks-gpt-oss-120b,databricks,15.8,[],2026-08-14T05:30:57,gpt-oss-120b,databricks,text
prog23_longest_common_prefix,3,0.0000,0,5,False,False,1172,12,0.000491,1050,419,databricks-gpt-oss-120b,databricks,4.4,"/w/candidate.c:33:5: error: call to undeclared library function 'free' with type 'void (void *)'; ISO C99 and later do not support implicit function declarations [-Wimplicit-function-declaration]
   33 |     free(result);
      |     ^
/w/candidate.c:33:5: note: include the header <stdlib.h> or expl",2026-08-14T05:31:01,gpt-oss-120b,databricks,text
prog23_longest_common_prefix,4,1.0000,5,5,True,False,1184,12,0.002217,4098,2055,databricks-gpt-oss-120b,databricks,17.3,[],2026-08-14T05:31:19,gpt-oss-120b,databricks,text
prog23_longest_common_prefix,5,1.0000,5,5,True,False,1225,12,0.003083,4098,3257,databricks-gpt-oss-120b,databricks,29.3,[],2026-08-14T05:31:48,gpt-oss-120b,databricks,text
prog23_longest_common_prefix,6,1.0000,5,5,True,False,1174,12,0.004184,4098,4787,databricks-gpt-oss-120b,databricks,31.9,[],2026-08-14T05:32:20,gpt-oss-120b,databricks,text
prog23_longest_common_prefix,7,0.0000,0,5,True,False,1097,12,0.000489,1050,416,databricks-gpt-oss-120b,databricks,6.4,[],2026-08-14T05:32:26,gpt-oss-120b,databricks,text
prog23_longest_common_prefix,8,0.0000,0,5,True,False,716,12,0.000446,1050,357,databricks-gpt-oss-120b,databricks,6.1,[],2026-08-14T05:32:32,gpt-oss-120b,databricks,text
prog24_query_string_parser,1,0.0000,0,5,True,False,2249,12,0.000703,1060,712,databricks-gpt-oss-120b,databricks,6.9,[],2026-08-14T05:32:39,gpt-oss-120b,databricks,text
prog24_query_string_parser,2,0.8000,4,5,True,False,3983,12,0.003217,4063,3452,databricks-gpt-oss-120b,databricks,20.3,[],2026-08-14T05:33:00,gpt-oss-120b,databricks,text
prog24_query_string_parser,3,0.8000,4,5,True,False,4062,12,0.003469,4063,3803,databricks-gpt-oss-120b,databricks,22.6,[],2026-08-14T05:33:22,gpt-oss-120b,databricks,text
prog24_query_string_parser,4,0.8000,4,5,True,False,2653,12,0.003940,4063,4456,databricks-gpt-oss-120b,databricks,35.5,[],2026-08-14T05:33:58,gpt-oss-120b,databricks,text
prog24_query_string_parser,5,0.8000,4,5,True,False,2562,12,0.002338,4063,2231,databricks-gpt-oss-120b,databricks,17.0,[],2026-08-14T05:34:15,gpt-oss-120b,databricks,text
prog24_query_string_parser,6,0.0000,0,5,True,False,3431,12,0.000909,1060,997,databricks-gpt-oss-120b,databricks,8.8,[],2026-08-14T05:34:23,gpt-oss-120b,databricks,text
prog24_query_string_parser,7,0.0000,0,5,True,False,1745,12,0.000648,1060,635,databricks-gpt-oss-120b,databricks,6.7,[],2026-08-14T05:34:30,gpt-oss-120b,databricks,text
prog24_query_string_parser,8,0.2000,1,5,True,False,2608,12,0.001780,4063,1456,databricks-gpt-oss-120b,databricks,13.6,[],2026-08-14T05:34:44,gpt-oss-120b,databricks,text
prog25_balanced_multitype,1,1.0000,5,5,True,False,1544,12,0.002465,4525,2292,databricks-gpt-oss-120b,databricks,21.4,[],2026-08-14T05:35:05,gpt-oss-120b,databricks,text
prog25_balanced_multitype,2,0.0000,0,5,False,False,1459,12,0.002257,4525,2003,databricks-gpt-oss-120b,databricks,15.3,"/w/candidate.c:16:27: error: call to undeclared library function 'malloc' with type 'void *(unsigned long)'; ISO C99 and later do not support implicit function declarations [-Wimplicit-function-declaration]
   16 |     char *stack = (char *)malloc(len + 1);
      |                           ^
/w/can",2026-08-14T05:35:21,gpt-oss-120b,databricks,text
prog25_balanced_multitype,3,0.0000,0,5,True,False,517,12,0.000351,1028,231,databricks-gpt-oss-120b,databricks,4.7,[],2026-08-14T05:35:25,gpt-oss-120b,databricks,text
prog25_balanced_multitype,4,0.0000,0,5,True,False,372,12,0.000331,1028,203,databricks-gpt-oss-120b,databricks,4.4,[],2026-08-14T05:35:30,gpt-oss-120b,databricks,text
prog25_balanced_multitype,5,1.0000,5,5,True,False,1472,12,0.002319,4525,2090,databricks-gpt-oss-120b,databricks,17.7,[],2026-08-14T05:35:47,gpt-oss-120b,databricks,text
prog25_balanced_multitype,6,0.8000,4,5,True,False,1718,12,0.003404,4525,3596,databricks-gpt-oss-120b,databricks,39.0,[],2026-08-14T05:36:26,gpt-oss-120b,databricks,text
prog25_balanced_multitype,7,0.0000,0,5,True,False,309,12,0.000313,1028,178,databricks-gpt-oss-120b,databricks,4.8,[],2026-08-14T05:36:31,gpt-oss-120b,databricks,text
prog25_balanced_multitype,8,0.0000,0,5,True,False,401,12,0.000334,1028,207,databricks-gpt-oss-120b,databricks,5.2,[],2026-08-14T05:36:36,gpt-oss-120b,databricks,text
prog26_wildcard_match,1,0.0000,0,5,True,False,1941,12,0.000834,1026,902,databricks-gpt-oss-120b,databricks,8.8,[],2026-08-14T05:36:45,gpt-oss-120b,databricks,text
prog26_wildcard_match,2,0.0000,0,5,True,False,2346,12,0.000843,1026,914,databricks-gpt-oss-120b,databricks,8.2,[],2026-08-14T05:36:53,gpt-oss-120b,databricks,text
prog26_wildcard_match,3,0.0000,0,5,True,False,1734,12,0.000970,1026,1091,databricks-gpt-oss-120b,databricks,12.0,[],2026-08-14T05:37:05,gpt-oss-120b,databricks,text
prog26_wildcard_match,4,1.0000,5,5,True,False,2024,12,0.002589,4435,2487,databricks-gpt-oss-120b,databricks,17.1,[],2026-08-14T05:37:22,gpt-oss-120b,databricks,text
prog26_wildcard_match,5,0.6000,3,5,True,False,2712,12,0.000874,1026,958,databricks-gpt-oss-120b,databricks,10.0,[],2026-08-14T05:37:32,gpt-oss-120b,databricks,text
prog26_wildcard_match,6,1.0000,5,5,True,False,1447,12,0.002524,4435,2397,databricks-gpt-oss-120b,databricks,19.5,[],2026-08-14T05:37:52,gpt-oss-120b,databricks,text
prog26_wildcard_match,7,0.0000,0,5,True,False,2332,12,0.000676,1026,682,databricks-gpt-oss-120b,databricks,9.2,[],2026-08-14T05:38:01,gpt-oss-120b,databricks,text
prog26_wildcard_match,8,0.0000,0,5,True,False,1135,12,0.000787,1026,837,databricks-gpt-oss-120b,databricks,9.6,[],2026-08-14T05:38:11,gpt-oss-120b,databricks,text
prog27_soundex,1,0.0000,0,5,False,False,2469,12,0.001374,1036,1649,databricks-gpt-oss-120b,databricks,9.9,harness_error: IndexError: list index out of range,2026-08-14T05:38:21,gpt-oss-120b,databricks,text
prog27_soundex,2,0.0000,0,5,False,False,2169,12,0.000726,1036,750,databricks-gpt-oss-120b,databricks,6.0,"/w/candidate.c:35:20: error: call to undeclared library function 'toupper' with type 'int (int)'; ISO C99 and later do not support implicit function declarations [-Wimplicit-function-declaration]
   35 |     out[0] = (char)toupper((unsigned char)word[0]);
      |                    ^
/w/candidate.c:",2026-08-14T05:38:27,gpt-oss-120b,databricks,text
prog27_soundex,3,0.0000,0,5,False,False,2121,12,0.000710,1036,727,databricks-gpt-oss-120b,databricks,6.0,"/w/candidate.c:32:14: error: call to undeclared library function 'toupper' with type 'int (int)'; ISO C99 and later do not support implicit function declarations [-Wimplicit-function-declaration]
   32 |     out[0] = toupper((unsigned char)word[0]);
      |              ^
/w/candidate.c:32:14: note:",2026-08-14T05:38:33,gpt-oss-120b,databricks,text
prog27_soundex,4,0.0000,0,5,False,False,2291,12,0.000717,1036,737,databricks-gpt-oss-120b,databricks,6.7,"/w/candidate.c:28:20: error: call to undeclared library function 'toupper' with type 'int (int)'; ISO C99 and later do not support implicit function declarations [-Wimplicit-function-declaration]
   28 |     out[0] = (char)toupper((unsigned char)word[0]);
      |                    ^
/w/candidate.c:",2026-08-14T05:38:39,gpt-oss-120b,databricks,text
prog27_soundex,5,0.6000,3,5,True,False,2188,12,0.001628,5683,840,databricks-gpt-oss-120b,databricks,7.2,[],2026-08-14T05:38:47,gpt-oss-120b,databricks,text
prog27_soundex,6,0.0000,0,5,False,False,2220,12,0.000715,1036,734,databricks-gpt-oss-120b,databricks,6.7,"/w/candidate.c:36:14: error: call to undeclared library function 'toupper' with type 'int (int)'; ISO C99 and later do not support implicit function declarations [-Wimplicit-function-declaration]
   36 |     out[0] = toupper((unsigned char)word[0]);
      |              ^
/w/candidate.c:36:14: note:",2026-08-14T05:38:53,gpt-oss-120b,databricks,text
prog27_soundex,7,0.0000,0,5,False,False,839,12,0.001091,1036,1256,databricks-gpt-oss-120b,databricks,12.4,"/w/candidate.c:3:9: error: call to undeclared function 'puts'; ISO C99 and later do not support implicit function declarations [-Wimplicit-function-declaration]
    3 |         puts(""Usage: prog27_soundex <word>"");
      |         ^
/w/candidate.c:11:14: error: call to undeclared library function 't",2026-08-14T05:39:06,gpt-oss-120b,databricks,text
prog27_soundex,8,0.6000,3,5,True,False,2249,12,0.001095,1036,1262,databricks-gpt-oss-120b,databricks,8.8,[],2026-08-14T05:39:14,gpt-oss-120b,databricks,text
prog28_levenshtein,1,0.8000,4,5,True,False,1609,12,0.000858,1028,935,databricks-gpt-oss-120b,databricks,8.2,[],2026-08-14T05:39:23,gpt-oss-120b,databricks,text
prog28_levenshtein,2,1.0000,5,5,True,False,1251,12,0.001676,4069,1310,databricks-gpt-oss-120b,databricks,9.6,[],2026-08-14T05:39:32,gpt-oss-120b,databricks,text
prog28_levenshtein,3,0.8000,4,5,True,False,1652,12,0.000937,1028,1044,databricks-gpt-oss-120b,databricks,8.3,[],2026-08-14T05:39:41,gpt-oss-120b,databricks,text
prog28_levenshtein,4,1.0000,5,5,True,False,942,12,0.001667,4069,1298,databricks-gpt-oss-120b,databricks,11.5,[],2026-08-14T05:39:52,gpt-oss-120b,databricks,text
prog28_levenshtein,5,1.0000,5,5,True,False,1252,12,0.001691,4069,1331,databricks-gpt-oss-120b,databricks,11.1,[],2026-08-14T05:40:03,gpt-oss-120b,databricks,text
prog28_levenshtein,6,1.0000,5,5,True,False,1125,12,0.001806,4069,1491,databricks-gpt-oss-120b,databricks,11.5,[],2026-08-14T05:40:15,gpt-oss-120b,databricks,text
prog28_levenshtein,7,0.8000,4,5,True,False,1956,12,0.000713,1028,733,databricks-gpt-oss-120b,databricks,7.6,[],2026-08-14T05:40:22,gpt-oss-120b,databricks,text
prog28_levenshtein,8,1.0000,5,5,True,False,932,12,0.001987,4069,1743,databricks-gpt-oss-120b,databricks,10.4,[],2026-08-14T05:40:33,gpt-oss-120b,databricks,text
prog29_roman_numeral_parser,1,0.4000,2,5,True,False,3035,12,0.001062,1052,1212,databricks-gpt-oss-120b,databricks,9.0,[],2026-08-14T05:40:42,gpt-oss-120b,databricks,text
prog29_roman_numeral_parser,2,0.0000,0,5,True,False,2433,12,0.000787,1052,830,databricks-gpt-oss-120b,databricks,6.3,[],2026-08-14T05:40:48,gpt-oss-120b,databricks,text
prog29_roman_numeral_parser,3,0.6000,3,5,True,False,2259,12,0.000696,1052,704,databricks-gpt-oss-120b,databricks,5.8,[],2026-08-14T05:40:54,gpt-oss-120b,databricks,text
prog29_roman_numeral_parser,4,0.6000,3,5,True,False,2259,12,0.000698,1052,707,databricks-gpt-oss-120b,databricks,5.5,[],2026-08-14T05:40:59,gpt-oss-120b,databricks,text
prog29_roman_numeral_parser,5,0.0000,0,5,True,False,2327,12,0.000723,1052,741,databricks-gpt-oss-120b,databricks,6.3,[],2026-08-14T05:41:06,gpt-oss-120b,databricks,text
prog29_roman_numeral_parser,6,1.0000,5,5,True,False,6077,12,0.003783,6375,3660,databricks-gpt-oss-120b,databricks,18.3,[],2026-08-14T05:41:24,gpt-oss-120b,databricks,text
prog29_roman_numeral_parser,7,1.0000,5,5,True,False,2567,12,0.002968,6375,2528,databricks-gpt-oss-120b,databricks,15.2,[],2026-08-14T05:41:39,gpt-oss-120b,databricks,text
prog29_roman_numeral_parser,8,1.0000,5,5,True,False,2155,12,0.002686,6375,2137,databricks-gpt-oss-120b,databricks,13.0,[],2026-08-14T05:41:52,gpt-oss-120b,databricks,text
prog30_escape_unescape,1,0.0000,0,5,True,False,5657,12,0.001409,1024,1701,databricks-gpt-oss-120b,databricks,10.0,[],2026-08-14T05:42:02,gpt-oss-120b,databricks,text
prog30_escape_unescape,2,0.0000,0,5,True,False,4316,12,0.001174,1024,1375,databricks-gpt-oss-120b,databricks,8.4,[],2026-08-14T05:42:11,gpt-oss-120b,databricks,text
prog30_escape_unescape,3,0.0000,0,5,False,False,1660,12,0.000588,1024,561,databricks-gpt-oss-120b,databricks,4.9,"/w/candidate.c:47:48: error: incompatible pointer to integer conversion passing 'size_t *' (aka 'unsigned long *') to parameter of type 'size_t' (aka 'unsigned long'); remove & [-Wint-conversion]
   47 |     ssize_t nread = read(STDIN_FILENO, &input, &len);
      |                                   ",2026-08-14T05:42:15,gpt-oss-120b,databricks,text
prog30_escape_unescape,4,0.0000,0,5,False,False,1660,12,0.000588,1024,561,databricks-gpt-oss-120b,databricks,4.8,"/w/candidate.c:47:48: error: incompatible pointer to integer conversion passing 'size_t *' (aka 'unsigned long *') to parameter of type 'size_t' (aka 'unsigned long'); remove & [-Wint-conversion]
   47 |     ssize_t nread = read(STDIN_FILENO, &input, &len);
      |                                   ",2026-08-14T05:42:20,gpt-oss-120b,databricks,text
prog30_escape_unescape,5,0.0000,0,5,True,False,2481,12,0.000793,1024,845,databricks-gpt-oss-120b,databricks,6.2,[],2026-08-14T05:42:26,gpt-oss-120b,databricks,text
prog30_escape_unescape,6,0.0000,0,5,True,False,2922,12,0.000974,1024,1097,databricks-gpt-oss-120b,databricks,7.2,[],2026-08-14T05:42:34,gpt-oss-120b,databricks,text
prog30_escape_unescape,7,0.0000,0,5,False,False,1660,12,0.000588,1024,561,databricks-gpt-oss-120b,databricks,4.9,"/w/candidate.c:47:48: error: incompatible pointer to integer conversion passing 'size_t *' (aka 'unsigned long *') to parameter of type 'size_t' (aka 'unsigned long'); remove & [-Wint-conversion]
   47 |     ssize_t nread = read(STDIN_FILENO, &input, &len);
      |                                   ",2026-08-14T05:42:39,gpt-oss-120b,databricks,text
prog30_escape_unescape,8,0.0000,0,5,True,False,2922,12,0.000974,1024,1097,databricks-gpt-oss-120b,databricks,7.1,[],2026-08-14T05:42:46,gpt-oss-120b,databricks,text
prog31_gcd_lcm,1,1.0000,5,5,True,False,1255,12,0.006070,3964,7440,databricks-gpt-oss-120b,databricks,32.3,[],2026-08-14T05:43:18,gpt-oss-120b,databricks,text
prog31_gcd_lcm,2,0.8000,4,5,True,False,1429,12,0.005910,3964,7218,databricks-gpt-oss-120b,databricks,35.5,[],2026-08-14T05:43:53,gpt-oss-120b,databricks,text
prog31_gcd_lcm,3,1.0000,5,5,True,False,1981,12,0.004164,3964,4792,databricks-gpt-oss-120b,databricks,23.1,[],2026-08-14T05:44:16,gpt-oss-120b,databricks,text
prog31_gcd_lcm,4,1.0000,5,5,True,False,1567,12,0.004897,3964,5810,databricks-gpt-oss-120b,databricks,28.3,[],2026-08-14T05:44:45,gpt-oss-120b,databricks,text
prog31_gcd_lcm,5,1.0000,5,5,True,False,1696,12,0.004346,3964,5045,databricks-gpt-oss-120b,databricks,23.0,[],2026-08-14T05:45:08,gpt-oss-120b,databricks,text
prog31_gcd_lcm,6,1.0000,5,5,True,False,1699,12,0.004623,3964,5430,databricks-gpt-oss-120b,databricks,28.6,[],2026-08-14T05:45:36,gpt-oss-120b,databricks,text
prog31_gcd_lcm,7,1.0000,5,5,True,False,1321,12,0.003005,3964,3183,databricks-gpt-oss-120b,databricks,19.5,[],2026-08-14T05:45:56,gpt-oss-120b,databricks,text
prog31_gcd_lcm,8,1.0000,5,5,True,False,1752,12,0.005635,3964,6835,databricks-gpt-oss-120b,databricks,31.5,[],2026-08-14T05:46:27,gpt-oss-120b,databricks,text
prog32_prime_factorization,1,1.0000,5,5,True,False,921,12,0.003110,3504,3443,databricks-gpt-oss-120b,databricks,21.5,[],2026-08-14T05:46:49,gpt-oss-120b,databricks,text
